municipio,anio,vif_total,inasistencia_total,medidas_proteccion_total,alimentos_familia_total,ivf_score_bruto,ivf_score_ponderado,poblacion,ivf_tasa_100k,nivel_riesgo
SAN MIGUEL,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SAN MIGUEL,2023,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
SAN MIGUEL,2024,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SAN MIGUEL,2025,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
SAN MIGUEL,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
SAN MIGUEL DE SEMA,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SAN MIGUEL DE SEMA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SAN MIGUEL DE SEMA,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SAN MIGUEL DE SEMA,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SAN MIGUEL DE SEMA,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SAN ONOFRE,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAN ONOFRE,2021,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
SAN ONOFRE,2022,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
SAN ONOFRE,2023,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
SAN ONOFRE,2024,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
SAN ONOFRE,2025,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
SAN PABLO,2020,35,0,0,0,14.0,0.2,50000,28.0,ALTO
SAN PABLO,2021,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
SAN PABLO,2022,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SAN PABLO,2023,25,0,0,0,10.0,0.2,50000,20.0,ALTO
SAN PABLO,2024,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
SAN PABLO,2025,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SAN PABLO,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
SAN PABLO DE BORBUR,2020,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
SAN PABLO DE BORBUR,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SAN PABLO DE BORBUR,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SAN PABLO DE BORBUR,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
SAN PEDRO,2020,54,0,0,0,21.6,0.3,16500,130.91,ALTO
SAN PEDRO,2021,70,0,0,0,28.0,0.4,16500,169.7,ALTO
SAN PEDRO,2022,68,0,0,0,27.200000000000003,0.4,16500,164.85,ALTO
SAN PEDRO,2023,114,0,0,0,45.6,0.7,16500,276.36,ALTO
SAN PEDRO,2024,80,0,0,0,32.0,0.5,16500,193.94,ALTO
SAN PEDRO,2025,62,0,0,0,24.8,0.4,16500,150.3,ALTO
SAN PEDRO DE CARTAGO,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SAN PEDRO DE CARTAGO,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SAN PEDRO DE CARTAGO,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAN PEDRO DE CARTAGO,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAN PEDRO DE CARTAGO,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SAN PEDRO DE CARTAGO,2025,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SAN PEDRO DE LOS MILAGROS,2020,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
SAN PEDRO DE LOS MILAGROS,2021,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
SAN PEDRO DE LOS MILAGROS,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SAN PEDRO DE LOS MILAGROS,2023,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SAN PEDRO DE LOS MILAGROS,2024,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SAN PEDRO DE URABA,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SAN PEDRO DE URABA,2021,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SAN PEDRO DE URABA,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SAN PEDRO DE URABA,2023,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SAN PEDRO DE URABA,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SAN PEDRO DE URABA,2025,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SAN PELAYO,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SAN PELAYO,2021,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SAN PELAYO,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAN PELAYO,2023,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SAN PELAYO,2024,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SAN PELAYO,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SAN RAFAEL,2020,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
SAN RAFAEL,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SAN RAFAEL,2022,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
SAN RAFAEL,2023,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SAN RAFAEL,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SAN RAFAEL,2025,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SAN ROQUE,2020,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
SAN ROQUE,2021,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SAN ROQUE,2022,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SAN ROQUE,2023,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
SAN ROQUE,2024,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SAN ROQUE,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
SAN SEBASTIAN,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAN SEBASTIAN,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAN SEBASTIAN,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SAN SEBASTIAN,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SAN SEBASTIAN,2025,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SAN SEBASTIAN DE BUENAVISTA,2020,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SAN SEBASTIAN DE BUENAVISTA,2021,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SAN SEBASTIAN DE BUENAVISTA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SAN SEBASTIAN DE BUENAVISTA,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SAN SEBASTIAN DE BUENAVISTA,2024,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
SAN SEBASTIAN DE BUENAVISTA,2025,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SAN SEBASTIAN DE MARIQUITA,2020,30,0,0,0,12.0,0.2,50000,24.0,ALTO
SAN SEBASTIAN DE MARIQUITA,2021,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
SAN SEBASTIAN DE MARIQUITA,2022,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
SAN SEBASTIAN DE MARIQUITA,2023,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
SAN SEBASTIAN DE MARIQUITA,2024,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
SAN VICENTE,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAN VICENTE,2021,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SAN VICENTE,2022,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SAN VICENTE,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SAN VICENTE,2024,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
SAN VICENTE,2025,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SAN VICENTE DE CHUCURI,2020,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
SAN VICENTE DE CHUCURI,2021,34,0,0,0,13.600000000000001,0.2,50000,27.2,ALTO
SAN VICENTE DE CHUCURI,2022,35,0,0,0,14.0,0.2,50000,28.0,ALTO
SAN VICENTE DE CHUCURI,2023,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
SAN VICENTE DE CHUCURI,2024,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
SAN VICENTE DE CHUCURI,2025,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SAN VICENTE DEL CAGUAN,2020,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
SAN VICENTE DEL CAGUAN,2021,30,0,0,0,12.0,0.2,50000,24.0,ALTO
SAN VICENTE DEL CAGUAN,2022,33,0,0,0,13.200000000000001,0.2,50000,26.4,ALTO
SAN VICENTE DEL CAGUAN,2023,93,0,0,0,37.2,0.6,50000,74.4,ALTO
SAN VICENTE DEL CAGUAN,2024,72,0,0,0,28.8,0.5,50000,57.6,ALTO
SAN VICENTE DEL CAGUAN,2025,44,0,0,0,17.6,0.3,50000,35.2,ALTO
SAN VICENTE DEL CAGUAN,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
SAN VICENTE FERRER,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SAN VICENTE FERRER,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SAN VICENTE FERRER,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SAN ZENON,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SAN ZENON,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAN ZENON,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SAN ZENON,2025,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SANDONA,2020,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SANDONA,2021,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
SANDONA,2022,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
SANDONA,2023,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
SANDONA,2024,34,0,0,0,13.600000000000001,0.2,50000,27.2,ALTO
SANDONA,2025,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
SANTA ANA,2020,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
SANTA ANA,2021,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
SANTA ANA,2022,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SANTA ANA,2023,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
SANTA ANA,2024,30,0,0,0,12.0,0.2,50000,24.0,ALTO
SANTA ANA,2025,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
SANTA BARBARA,2020,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SANTA BARBARA,2021,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
SANTA BARBARA,2022,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SANTA BARBARA,2023,35,0,0,0,14.0,0.2,50000,28.0,ALTO
SANTA BARBARA,2024,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
SANTA BARBARA,2025,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SANTA BARBARA DE PINTO,2020,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SANTA BARBARA DE PINTO,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SANTA BARBARA DE PINTO,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SANTA BARBARA DE PINTO,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SANTA BARBARA DE PINTO,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTA BARBARA DE PINTO,2025,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTA CATALINA,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTA CATALINA,2021,33,0,0,0,13.200000000000001,0.2,50000,26.4,ALTO
SANTA CATALINA,2022,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
SANTA CATALINA,2023,30,0,0,0,12.0,0.2,50000,24.0,ALTO
SANTA CATALINA,2024,27,0,0,0,10.8,0.2,50000,21.6,ALTO
SANTA CATALINA,2025,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
SANTA FE DE ANTIOQUIA,2020,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
SANTA FE DE ANTIOQUIA,2021,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SANTA FE DE ANTIOQUIA,2022,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
SANTA FE DE ANTIOQUIA,2023,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTA FE DE ANTIOQUIA,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SANTA HELENA DEL OPON,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SANTA HELENA DEL OPON,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTA HELENA DEL OPON,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SANTA HELENA DEL OPON,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SANTA HELENA DEL OPON,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SANTA ISABEL,2020,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
SANTA ISABEL,2021,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTA ISABEL,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SANTA ISABEL,2023,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SANTA ISABEL,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SANTA ISABEL,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SANTA LUCIA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SANTA LUCIA,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SANTA LUCIA,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SANTA LUCIA,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SANTA LUCIA,2024,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
SANTA LUCIA,2025,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
SANTA MARIA,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTA MARIA,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SANTA MARIA,2022,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SANTA MARIA,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SANTA MARIA,2024,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
SANTA MARIA,2025,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SANTA MARTA,2020,197,0,0,0,78.80000000000001,1.3,50000,157.6,ALTO
SANTA MARTA,2021,249,0,0,0,99.60000000000001,1.6,50000,199.2,ALTO
SANTA MARTA,2022,322,0,0,0,128.8,2.1,50000,257.6,ALTO
SANTA MARTA,2023,362,0,0,0,144.8,2.3,50000,289.6,ALTO
SANTA MARTA,2024,268,0,0,0,107.2,1.7,50000,214.4,ALTO
SANTA MARTA (CT),2020,252,0,0,0,100.80000000000001,1.6,50000,201.6,ALTO
SANTA MARTA (CT),2021,56,0,0,0,22.400000000000002,0.4,50000,44.8,ALTO
SANTA MARTA (CT),2022,289,0,0,0,115.60000000000001,1.8,50000,231.2,ALTO
SANTA MARTA (CT),2023,345,0,0,0,138.0,2.2,50000,276.0,ALTO
SANTA MARTA (CT),2024,544,0,0,0,217.60000000000002,3.5,50000,435.2,ALTO
SANTA MARTA (CT),2025,563,0,0,0,225.20000000000002,3.6,50000,450.4,ALTO
SANTA ROSA,2020,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTA ROSA,2021,56,0,0,0,22.400000000000002,0.4,50000,44.8,ALTO
SANTA ROSA,2022,89,0,0,0,35.6,0.6,50000,71.2,ALTO
SANTA ROSA,2023,69,0,0,0,27.6,0.4,50000,55.2,ALTO
SANTA ROSA,2024,94,0,0,0,37.6,0.6,50000,75.2,ALTO
SANTA ROSA,2025,53,0,0,0,21.200000000000003,0.3,50000,42.4,ALTO
SANTA ROSA DE CABAL,2020,48,0,0,0,19.200000000000003,0.3,50000,38.4,ALTO
SANTA ROSA DE CABAL,2021,69,0,0,0,27.6,0.4,50000,55.2,ALTO
SANTA ROSA DE CABAL,2022,54,0,0,0,21.6,0.3,50000,43.2,ALTO
SANTA ROSA DE CABAL,2023,97,0,0,0,38.800000000000004,0.6,50000,77.6,ALTO
SANTA ROSA DE CABAL,2024,55,0,0,0,22.0,0.3,50000,44.0,ALTO
SANTA ROSA DE CABAL,2025,41,0,0,0,16.400000000000002,0.3,50000,32.8,ALTO
SANTA ROSA DE OSOS,2020,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SANTA ROSA DE OSOS,2021,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
SANTA ROSA DE OSOS,2022,37,0,0,0,14.8,0.2,50000,29.6,ALTO
SANTA ROSA DE OSOS,2023,75,0,0,0,30.0,0.5,50000,60.0,ALTO
SANTA ROSA DE OSOS,2024,60,0,0,0,24.0,0.4,50000,48.0,ALTO
SANTA ROSA DE OSOS,2025,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
SANTA ROSA DE VITERBO,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTA ROSA DE VITERBO,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SANTA ROSA DE VITERBO,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SANTA ROSA DE VITERBO,2023,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SANTA ROSA DE VITERBO,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTA ROSA DE VITERBO,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SANTA ROSA DEL SUR,2020,26,0,0,0,10.4,0.2,50000,20.8,ALTO
SANTA ROSA DEL SUR,2021,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SANTA ROSA DEL SUR,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTA ROSA DEL SUR,2023,43,0,0,0,17.2,0.3,50000,34.4,ALTO
SANTA ROSA DEL SUR,2024,42,0,0,0,16.8,0.3,50000,33.6,ALTO
SANTA ROSA DEL SUR,2025,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
SANTA ROSA DEL SUR,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
SANTA ROSALIA,2020,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTA ROSALIA,2021,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
SANTA ROSALIA,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTA ROSALIA,2023,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SANTA ROSALIA,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTA ROSALIA,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SANTA SOFIA,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SANTA SOFIA,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SANTA SOFIA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SANTA SOFIA,2023,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
SANTA SOFIA,2024,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SANTA SOFIA,2025,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SANTACRUZ,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SANTACRUZ,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SANTACRUZ,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SANTACRUZ,2023,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTACRUZ,2024,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTACRUZ,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTAFE DE ANTIOQUIA,2020,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
SANTAFE DE ANTIOQUIA,2021,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SANTAFE DE ANTIOQUIA,2022,34,0,0,0,13.600000000000001,0.2,50000,27.2,ALTO
SANTAFE DE ANTIOQUIA,2023,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
SANTAFE DE ANTIOQUIA,2024,32,0,0,0,12.8,0.2,50000,25.6,ALTO
SANTAFE DE ANTIOQUIA,2025,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
SANTANA,2020,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTANA,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SANTANA,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTANA,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SANTANA,2024,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
SANTANA,2025,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
SANTANDER DE QUILICHAO,2020,86,0,0,0,34.4,0.5,50000,68.8,ALTO
SANTANDER DE QUILICHAO,2021,106,0,0,0,42.400000000000006,0.7,50000,84.8,ALTO
SANTANDER DE QUILICHAO,2022,129,0,0,0,51.6,0.8,50000,103.2,ALTO
SANTANDER DE QUILICHAO,2023,110,0,0,0,44.0,0.7,50000,88.0,ALTO
SANTANDER DE QUILICHAO,2024,137,0,0,0,54.800000000000004,0.9,50000,109.6,ALTO
SANTANDER DE QUILICHAO,2025,149,0,0,0,59.6,1.0,50000,119.2,ALTO
SANTIAGO,2020,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SANTIAGO,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SANTIAGO,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SANTIAGO,2023,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
SANTIAGO,2024,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SANTIAGO,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
SANTIAGO DE TOLU,2020,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SANTIAGO DE TOLU,2021,47,0,0,0,18.8,0.3,50000,37.6,ALTO
SANTIAGO DE TOLU,2022,58,0,0,0,23.200000000000003,0.4,50000,46.4,ALTO
SANTIAGO DE TOLU,2023,54,0,0,0,21.6,0.3,50000,43.2,ALTO
SANTIAGO DE TOLU,2024,67,0,0,0,26.8,0.4,50000,53.6,ALTO
SANTIAGO DE TOLU,2025,59,0,0,0,23.6,0.4,50000,47.2,ALTO
SANTO DOMINGO,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SANTO DOMINGO,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SANTO DOMINGO,2022,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
SANTO DOMINGO,2023,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
SANTO DOMINGO,2024,32,0,0,0,12.8,0.2,50000,25.6,ALTO
SANTO DOMINGO,2025,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
SANTO TOMAS,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SANTO TOMAS,2021,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
SANTO TOMAS,2022,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
SANTO TOMAS,2023,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
SANTO TOMAS,2024,36,0,0,0,14.4,0.2,50000,28.8,ALTO
SANTO TOMAS,2025,37,0,0,0,14.8,0.2,50000,29.6,ALTO
SANTUARIO,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
SANTUARIO,2021,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTUARIO,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SANTUARIO,2023,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SANTUARIO,2024,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
SANTUARIO,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
SAPUYES,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SAPUYES,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SAPUYES,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SAPUYES,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAPUYES,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
SAPUYES,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
SARAVENA,2020,45,0,0,0,18.0,0.3,50000,36.0,ALTO
SARAVENA,2021,60,0,0,0,24.0,0.4,50000,48.0,ALTO
SARAVENA,2022,25,0,0,0,10.0,0.2,50000,20.0,ALTO
SARAVENA,2023,38,0,0,0,15.200000000000001,0.2,50000,30.4,ALTO
SARAVENA,2024,49,0,0,0,19.6,0.3,50000,39.2,ALTO
SARAVENA,2025,47,0,0,0,18.8,0.3,50000,37.6,ALTO
SARDINATA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SARDINATA,2021,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SARDINATA,2022,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
SARDINATA,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SARDINATA,2024,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
SARDINATA,2025,33,0,0,0,13.200000000000001,0.2,50000,26.4,ALTO
SARDINATA,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
SASAIMA,2020,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
SASAIMA,2021,40,0,0,0,16.0,0.3,50000,32.0,ALTO
SASAIMA,2022,25,0,0,0,10.0,0.2,50000,20.0,ALTO
SASAIMA,2023,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
SASAIMA,2024,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
SASAIMA,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
SATIVANORTE,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SATIVANORTE,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
SATIVANORTE,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
SATIVASUR,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
SATIVASUR,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
SEGOVIA,2020,37,0,0,0,14.8,0.2,50000,29.6,ALTO
SEGOVIA,2021,42,0,0,0,16.8,0.3,50000,33.6,ALTO
SEGOVIA,2022,45,0,0,0,18.0,0.3,50000,36.0,ALTO
SEGOVIA,2023,58,0,0,0,23.200000000000003,0.4,50000,46.4,ALTO
SEGOVIA,2024,52,0,0,0,20.8,0.3,50000,41.6,ALTO
