c_digo_dane_departamento,departamento,c_digo_dane_municipio,municipio,tipo_municipio_isla_rea_no,categoria_municipio,comisarias_ley_2126_100_000,existencia_de_comisarias,nombre_comisaria,direcci_n_comisara,telefono_de_contacto,horario_de_atenci_n,longitud_de_ubicaci_n_de,latitud_de_ubicaci_n_de_la,coordenadas_de_ubicaci_n,fuente
15,BOYACA,15832,TUNUNGUA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE TUNUNGUÁ BOYACÁ,Calle 2 # 2-15,3204036882,Lunes a Viernes 08:00 a.m a 12:30 p.m y de 02:00 p.m a 5:30 p.m,-73933185,5729776,"5°43'47.2""N 73°55'59.5""W",Directorio Comisarias Ley 2126
15,BOYACA,15835,TURMEQUE,Municipio,6,1,1,COMISARÍA DE FAMILIA DE TUMERQUÉ,CALLE 3 # 4 - 65,3157799711,Lunes a Viernes 8:00a.m. - 12:00p.m. y de 1:00p.m. - 5:00p.m.,-73491116,5324135,"5°19'26.9""N 73°29'28.0""W",Directorio Comisarias Ley 2126
15,BOYACA,15837,TUTA,Municipio,6,1,1,COMISARÍA DE  FAMILIA DE TUTA BOYACÁ,Carrera 7 # 5-53,3134627804,Lunes a Jueves de 8 am a 5:30 Pm. Viernes de 8 am a 5:00 pm,-73228375,5690067,"5°41'24.2""N 73°13'42.2""W",Directorio Comisarias Ley 2126
15,BOYACA,15839,TUTAZA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE TUTAZÁ BOYACÁ,Carrera 3 # 3-17,3132052548,Lunes a Viernes 8:00 a. m. a 5:00 p. m.,-72856412,6032282,"6°01'56.2""N 72°51'23.1""W",Directorio Comisarias Ley 2126
15,BOYACA,15842,UMBITA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE ÚMBITA BOYACÁ,Calle 6 N°5-92,3142200971,Domingo 8am a 2pm y lunes a jueves 8am a 12:30m- 2pm a 6:00 pm,-73456764,5220931,"5°13'15.4""N 73°27'24.4""W",Directorio Comisarias Ley 2126
15,BOYACA,15861,VENTAQUEMADA,Municipio,6,1,1,COMISARÍA DE FAMILIA  VENTAQUEMADA BOYACÁ,"Cl. 4 #3-73 a 3-1, Ventaquemada, Boyacá",3188566386,Lunes a Viernes 8:00 A.M. A 12:30 M Y 2:00 P.M. A 6:00 P.M.,-73521342,5366053,"5°21'57.8""N 73°31'16.8""W",Directorio Comisarias Ley 2126
15,BOYACA,15879,VIRACACHA,Municipio,6,1,1,COMISARÍA DE FAMILIA VIRACACHÁ BOYACÁ,Carrera 6 # 04-37,3226807564,Lunes a Viernes  7.30 a 5.00,-73297612,5437194,"5°26'13.9""N 73°17'51.4""W",Directorio Comisarias Ley 2126
15,BOYACA,15897,ZETAQUIRA,Municipio,6,1,1,COMISARÍA DE FAMILIA ÚNICA DE ZETAQUIRA BOYACÁ,Carrera 3 # 2 - 08,3107540909,Martes a Viernes de 7:30 am a 12:00 pm - de 1:30 pm a 6:00pm Sabados de 8:00 am a 1:00,-73168835,5281675,"5°16'54.0""N 73°10'07.8""W",Directorio Comisarias Ley 2126
17,CALDAS,17013,AGUADAS,Municipio,6,1,1,COMISARÍA DE FAMILIA DE AGUADAS CALDAS,CALLE 6 NO. 5-23,311 3796308,7:30 AM HASTA 12:30 P.M Y 1:30 PM HASTA LAS 6:00 PM DE MARTES A VIERNES Y SABADO DE 8:00 AM HASTA LAS 2:00 PM,-75458511,5612959,"5°36'46.7""N 75°27'30.6""W",Directorio Comisarias Ley 2126
17,CALDAS,17042,ANSERMA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE ANSERMA CALDAS,"Calle 7ta entre carreras 4ta y 5ta, oficina 104 primer piso",3217826559,Martes a Viernes de 8:00 a.m. a 12:30 p.m. y de 2:00 p.m. a 6:00 p.m. Sábado de 8:00 a.m. a 2:00 p.m.,-75787944,5229222,"5°13'45.2""N 75°47'16.6""W",Directorio Comisarias Ley 2126
17,CALDAS,17050,ARANZAZU,Municipio,6,1,1,COMISARÍA DE FAMILIA DE ARANZAZU CALDAS,Carrera 6 # 6-23 piso 2,3103779398,Martes a Viernes de 8:00 a 12:30 y 1:30 a 5:30 pm. Sabados de 8:00 am a 2 pm en horario corrido.,-75491111,5272167,"5°16'19.8""N 75°29'28.0""W",Directorio Comisarias Ley 2126
17,CALDAS,17088,BELALCAZAR,Municipio,6,1,1,COMISARÍA DE FAMILIA DE BELALCÁZAR CALDAS,CALLE 12 # 4-17,3142344138,Lunes a Viernes 7:30am - 6:30 pm,-75813020,4992017,"4°59'31.3""N 75°48'46.9""W",Directorio Comisarias Ley 2126
17,CALDAS,17272,FILADELFIA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE FILADELFIA CALDAS,CALLE 8 Nro 6-08,3117475625,Martes a Sábado de 8:00 am a 12:30pm de 2:00 pm a 6:30 pm,-75560917,5297444,"5°17'50.8""N 75°33'39.3""W",Directorio Comisarias Ley 2126
17,CALDAS,17388,LA MERCED,Municipio,6,1,1,COMISARÍA DE FAMILIA DE LA MERCED CALDAS,CALLE 14 No. 6-27,3127725353,"Martes a Viernes de 7:30 a.m. a 12: 00 m y de 1: 30 p.m a 6: 00p.m, Sábados de 8: 00 a.m. a 12: 00m",-75547889,5398806,"5°23'55.7""N 75°32'52.4""W",Directorio Comisarias Ley 2126
17,CALDAS,17433,MANZANARES,Municipio,6,1,1,COMISARÍA DE FAMILIA DE MANZANARES CALDAS,CENTRO CULTURAL Y DE LA JUVENTUD TERCER PISO OFICINA 315,3127701308,Martes a Viernes 8:00 AM -12:30 PM- 2:00PM - 6:30 PM Sábado de  8:00AM - 4:00 PM JORNADA CONTINUA,-75154667,5253667,"5°15'13.2""N 75°09'16.8""W",Directorio Comisarias Ley 2126
17,CALDAS,17442,MARMATO,Municipio,6,1,1,COMISARÍA DE FAMILIA DE MARMATO  CALDAS,"Marmato Caldas, Area Urbana, El atrio Calle principal casa redonda",3122428440,"Lunes a Viernes 8:00 am a 12:30 y de 1:30pm a 5:00 pm, sábado de 8:00am a 1:00pm, y disponiblidad 24 horas",-75599277,5474858,"5°28'29.5""N 75°35'57.4""W",Directorio Comisarias Ley 2126
17,CALDAS,17444,MARQUETALIA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE MARQUETALIA CALDAS,Carrera 2 # 2-112,3147933943,"Martes a viernes de 7:30 am a 12:30 pm y de 2:00pm a 6:30pm, sabados de 7:30 am a 1:30pm jornada continua",-75053778,5296417,"5°17'47.1""N 75°03'13.6""W",Directorio Comisarias Ley 2126
17,CALDAS,17446,MARULANDA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE MARULANDA CALDAS,CARRERA 6 N. 05-02,3137535964,Martes- Viernes 8:00am- 12:30pm 2:00pm- 6:30pm y Sábados de 8:00am- 4:00pm,-75259972,5283222,"5°16'59.6""N 75°15'35.9""W",Directorio Comisarias Ley 2126
17,CALDAS,17486,NEIRA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE NEIRA CALDAS,Carrera 9 Calle 9 ESQUINA CENTRO CULTURAL PRIMER PISO,3014844354,Martes a Sabado,-75520556,5166444,"5°09'59.2""N 75°31'14.0""W",Directorio Comisarias Ley 2126
17,CALDAS,17495,NORCASIA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE NORCASIA CALDAS,CARRERA 6 N 10-02 CASA DE LA CULTURA PISO 2,3146416406,MARTES A VIERNES 7AM A 12M Y 2PM A 6PM - SÁBADOS 7AM A 1PM,-74888000,5575361,"5°34'31.3""N 74°53'16.8""W",Directorio Comisarias Ley 2126
17,CALDAS,17513,PACORA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE PÁCORA CALDAS,Carrera 4#5-76 Palacio Municipal,3054005649,Martes a Viernes de 8am a 12m y de 2pm a 5pm y Sábados de 8am a 1pm,-75459750,5527000,"5°31'37.2""N 75°27'35.1""W",Directorio Comisarias Ley 2126
17,CALDAS,17524,PALESTINA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE PALESTINA CALDAS,CARRERA 10 NUMERO 8-25,3126132376,MARTES A VIERNES  7:30AM- 12:30PM   Y DE 02:00PM -06:30PM  SÁBADO 08:00AM-02:00PM,-75622500,5020111,"5°01'12.4""N 75°37'21.0""W",Directorio Comisarias Ley 2126
17,CALDAS,17541,PENSILVANIA,Municipio,6,1,1,COMISARÍA DE FAMILIA ÚNICA DE PENSILVANIA CALDAS,Carrera 6 # 4-06 primer piso,3105197348,De martes a viernes de 8: 00am a 12:30 pm y de 2:00pm a 6:30pm y sabados jornada continua de 8:00am a 2:00pm,-75160806,5382944,"5°22'58.6""N 75°09'38.9""W",Directorio Comisarias Ley 2126
17,CALDAS,17614,RIOSUCIO,Municipio,6,1,1,COMISARÍA DE FAMILIA ÚNICA DE RIOSUCIO CALDAS,Calle 6 nro. 12b-55,3124009405,Lunes a Viernes 8:00 am a 6:00 pm,-75699556,5416722,"5°25'00.2""N 75°41'58.4""W",Directorio Comisarias Ley 2126
17,CALDAS,17616,RISARALDA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE RISARALDA CALDAS,Carrera 2 Calle 5 Esquina Piso 2,3206887238,Martes a Sábado,-75767583,5162833,"5°09'46.2""N 75°46'03.3""W",Directorio Comisarias Ley 2126
17,CALDAS,17653,SALAMINA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE SALAMINA CALDAS,Palacio Municipal Calle 5 N° 5-65 Salamina - Caldas,8595016 Ext 113 - 3103342875,Lunes a Viernes 8:00 am a 5:00 pm,-75489488,5407293,"5°24'26.3""N 75°29'22.2""W",Directorio Comisarias Ley 2126
17,CALDAS,17662,SAMANA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE SAMANÁ,Carrera 9 No. 5-48,8658281,"8:00 a 12:30 pm y de 02:00 a 06:00 pm, de martes a viernes y sábados de 08:00 a 03:00 pm.",-74992389,5412028,"5°24'43.3""N 74°59'32.6""W",Directorio Comisarias Ley 2126
17,CALDAS,17665,SAN JOSE,Municipio,6,1,1,COMISARÍA DE FAMILIA DE SAN JOSÉ CALDAS,Calle 5 No 1 a 32 - Centro,3225194685,Lunes a Viernes 8:00 am - 12:30 Pm -2:00 pm a 6:00 pm,-75791389,5081750,"5°04'54.3""N 75°47'29.0""W",Directorio Comisarias Ley 2126
17,CALDAS,17777,SUPIA,Municipio,6,1,1,COMISARÍA DE FAMILIA SUPÍA CALDAS,Cra 7 nro.29 - 42 casa de justicia,3117266547,Lunes a Viernes 8 a 12:30 P.M. 2 a 06:30 P.M.,-75649778,5449861,"5°26'59.5""N 75°38'59.2""W",Directorio Comisarias Ley 2126
17,CALDAS,17867,VICTORIA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE VICTORIA CALDAS,CASA DE LA JUSTICIA,3235497012,"MARTES A VIERNES DE 8 A 12 Y 2 A 6, SABADOS DE 8 A 4 JORNADA CONTINUA",-74911972,5317306,"5°19'02.3""N 74°54'43.1""W",Directorio Comisarias Ley 2126
17,CALDAS,17877,VITERBO,Municipio,6,1,1,COMISARÍA DE FAMILIA VITERBO CAQUETA,CARRERA 8 # 7-63,3134748426,8 am -12M Y DE 2pm. -6pm,-75872833,5062306,"5°03'44.3""N 75°52'22.2""W",Directorio Comisarias Ley 2126
18,CAQUETA,18029,ALBANIA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE ALBANIA CAQUETA,"Calle 6 N° 6-05 barrio Centro Albania, Caquetá",3107898605,Lunes a jueves 7:00-12 pm y 2:00- 6:00pm y viernes 7:00-12:00pm y 2:00-5:00pm. Disponibilidad 24/7,-75880000,1329833,"1°19'47.4""N 75°52'48.0""W",Directorio Comisarias Ley 2126
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,Municipio,6,1,1,COMISARÍA DE FAMILIA DE BELÉN DE LOS ANDAQUÍES,Calle 5 No. 4-42 Centro Administrativo Municipal - C.A.M. Belén de los Andaquies Caquetá,3118085326,7:00 AM -12:00 PM y de 2:00 PM- 6:00 PM,-75873167,1416444,"1°24'59.2""N 75°52'23.4""W",Directorio Comisarias Ley 2126
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,Municipio,6,1,1,COMISARÍA DE FAMILIA DE CARTAGENA DEL CHAIRÁ CAQUETA,CARRERA 4 NO 3-24,3203256505,LUNES A JUEVES DE DE 7 A 12 Y DE 2 A 6 Y VIERNES DE 7 A 12 Y DE 2 A 5,-74841611,1334250,"1°20'03.3""N 74°50'29.8""W",Directorio Comisarias Ley 2126
